date,day_index,reservoir_level_m,temperature_c,is_anomaly,piezometer_P1_m,piezometer_P2_m,piezometer_P3_m,piezometer_P4_m,piezometer_P5_m,piezometer_P6_m,piezometer_P7_m,piezometer_P8_m,displacement_D1_mm,displacement_D2_mm,displacement_D3_mm
2021-07-04,915,30.008,27.25,0,26.551,21.027,16.462,13.011,9.811,6.72,3.676,1.388,1.9707,0.7495,0.3119
2021-07-05,916,30.547,24.97,0,27.143,21.449,16.484,13.14,9.783,6.997,3.254,1.514,1.5945,0.5772,0.2247
2021-07-06,917,30.169,26.38,0,26.558,21.31,16.545,12.662,9.613,6.852,3.988,1.839,1.7003,0.6783,0.3139
2021-07-07,918,29.812,25.6,0,26.256,20.691,16.594,13.092,9.893,6.663,3.989,1.498,1.7113,0.7138,0.2928
2021-07-08,919,29.528,25.8,0,25.456,20.402,16.234,12.408,9.312,6.741,3.619,1.236,1.779,0.7046,0.3539
2021-07-09,920,29.085,29.25,0,25.012,20.095,16.06,12.207,9.549,6.439,3.34,1.232,2.3019,0.8049,0.3458
2021-07-10,921,29.754,27.07,0,25.857,20.634,15.974,12.27,10.003,6.504,3.529,1.717,1.8905,0.6343,0.3664
2021-07-11,922,29.104,25.02,0,25.409,20.317,16.15,12.298,9.149,6.412,3.649,1.055,1.635,0.62,0.3135
2021-07-12,923,29.317,24.63,0,25.517,20.464,16.207,12.168,9.271,6.609,3.494,1.407,1.4006,0.6369,0.2342
2021-07-13,924,28.913,24.69,0,25.357,20.058,15.469,11.954,9.304,5.967,3.652,1.294,1.4625,0.6174,0.3119
2021-07-14,925,29.607,29.72,0,25.756,20.682,16.176,12.574,9.626,6.79,3.867,1.343,2.3935,0.8349,0.3696
2021-07-15,926,29.356,25.23,0,25.848,20.534,16.348,12.995,9.324,6.63,3.226,1.416,1.6297,0.6951,0.2831
2021-07-16,927,29.847,25.58,0,26.264,20.861,16.172,12.892,9.54,6.526,3.73,1.627,1.6685,0.6689,0.3498
2021-07-17,928,28.563,29.62,0,24.621,19.915,15.433,12.027,8.999,6.611,3.795,0.894,2.2384,0.8459,0.3986
2021-07-18,929,28.922,27.74,0,25.544,20.259,15.679,12.287,9.301,6.274,3.727,1.361,2.0378,0.7153,0.3758
2021-07-19,930,29.014,27.07,0,25.615,20.096,15.717,12.04,9.081,6.224,3.496,1.207,1.9291,0.6712,0.3122
2021-07-20,931,28.38,26.11,0,24.641,19.838,15.611,11.395,9.18,5.993,3.268,1.186,1.6978,0.6782,0.2292
2021-07-21,932,29.25,28.16,0,25.736,20.246,15.694,11.911,9.37,6.641,3.564,1.184,2.0242,0.7389,0.3031
2021-07-22,933,28.419,25.67,0,24.959,19.656,15.475,11.882,8.699,6.144,3.12,1.023,1.6429,0.5879,0.3328
2021-07-23,934,28.146,24.62,0,24.133,19.296,15.367,11.656,8.907,6.353,3.161,1.479,1.3906,0.5791,0.163
2021-07-24,935,28.63,25.12,0,24.433,19.899,15.515,11.927,8.997,6.268,3.566,1.169,1.545,0.5824,0.2916
2021-07-25,936,28.445,28.74,0,24.437,19.902,15.611,11.962,8.734,6.159,3.571,1.073,2.0813,0.7939,0.3746
2021-07-26,937,28.299,25.61,0,24.637,19.772,15.21,11.502,9.048,6.3,3.144,1.311,1.6985,0.6498,0.3585
2021-07-27,938,27.724,25.06,0,24.049,18.592,14.987,11.355,8.657,6.051,3.221,1.128,1.5661,0.6422,0.2582
2021-07-28,939,28.313,26.54,0,24.908,19.547,15.319,12.317,9.082,5.888,3.062,1.258,1.748,0.6971,0.2966
2021-07-29,940,28.142,24.52,0,24.498,19.684,14.903,11.859,8.869,6.004,3.278,0.895,1.5974,0.4948,0.3151
2021-07-30,941,28.268,26.5,0,24.614,19.593,15.475,11.559,8.734,5.895,3.346,1.301,1.7902,0.6128,0.3885
2021-07-31,942,27.633,25.41,0,23.927,19.552,14.806,11.542,8.572,5.718,3.265,1.212,1.6303,0.4928,0.2163
2021-08-01,943,28.186,24.93,0,24.365,19.624,15.66,11.631,9.235,5.756,3.385,1.531,1.525,0.5571,0.391
2021-08-02,944,26.578,24.93,0,22.777,18.112,14.556,10.955,7.806,5.834,3.55,1.346,1.6103,0.6824,0.2319
2021-08-03,945,27.398,23.46,0,23.771,18.857,14.475,11.344,8.637,6.337,3.113,0.781,1.2846,0.4956,0.2809
2021-08-04,946,28.616,24.89,0,24.944,19.988,15.322,11.745,9.258,6.446,3.445,1.079,1.625,0.6916,0.3544
2021-08-05,947,26.979,28.07,0,23.675,18.799,14.654,10.62,8.285,5.877,3.107,1.211,1.9849,0.748,0.3546
2021-08-06,948,27.574,24.58,0,23.463,19.371,14.765,11.517,8.727,6.073,3.157,0.987,1.5621,0.6,0.1623
2021-08-07,949,27.037,22.9,0,23.461,18.778,14.334,11.587,8.484,5.516,3.165,1.338,1.2921,0.3766,0.2207
2021-08-08,950,26.991,24.85,0,23.488,18.189,14.497,11.242,8.748,5.849,3.152,0.747,1.5514,0.5396,0.2374
2021-08-09,951,26.678,24.53,0,22.945,18.343,14.087,10.986,8.454,5.893,2.784,0.902,1.3714,0.5372,0.286
2021-08-10,952,26.456,25.45,0,23.087,17.889,14.276,10.84,8.07,5.605,3.19,1.088,1.5403,0.5123,0.2493
2021-08-11,953,27.649,22.78,0,24.149,19.015,15.214,11.177,8.866,6.159,3.684,1.261,1.2181,0.4672,0.2393
2021-08-12,954,26.15,23.81,0,22.557,18.248,14.431,10.877,8.405,5.367,2.993,1.379,1.3316,0.5291,0.307
2021-08-13,955,26.527,25.91,0,22.927,17.9,14.517,10.939,8.441,5.819,3.04,0.793,1.594,0.5377,0.2701
2021-08-14,956,27.066,23.94,0,23.264,18.611,14.621,11.176,8.31,5.658,3.122,1.39,1.446,0.5189,0.2516
2021-08-15,957,26.119,24.52,0,22.26,17.942,13.978,10.803,8.392,5.366,3.098,0.756,1.4833,0.5739,0.2295
2021-08-16,958,26.29,21.52,0,22.389,18.268,14.373,10.855,8.289,5.285,3.174,1.001,1.084,0.3659,0.1968
2021-08-17,959,25.621,23.16,0,21.988,17.32,14.226,10.307,7.811,5.4,2.673,1.104,1.2706,0.4292,0.312
2021-08-18,960,26.117,22.68,0,22.609,17.937,14.042,10.748,7.592,5.932,2.935,1.225,1.1857,0.3753,0.2651
2021-08-19,961,26.207,23.71,0,22.571,17.787,13.797,10.958,8.127,5.395,2.875,0.533,1.2329,0.5064,0.3116
2021-08-20,962,25.32,23.49,0,21.859,17.349,13.648,10.485,7.841,5.382,2.905,0.63,1.3325,0.5927,0.2018
2021-08-21,963,26.408,20.5,0,22.491,18.157,14.035,10.858,8.278,5.406,3.035,0.767,0.8774,0.313,0.1962
2021-08-22,964,25.805,21.12,0,22.103,17.371,13.808,10.597,7.755,5.677,2.779,1.156,0.958,0.2613,0.2446
2021-08-23,965,25.659,22.46,0,21.728,17.646,13.673,10.773,8.357,5.223,2.285,0.746,1.1392,0.5467,0.0697
2021-08-24,966,25.418,23.56,0,22.047,17.499,13.695,9.89,8.401,5.216,2.525,0.87,1.3532,0.4866,0.1692
2021-08-25,967,25.157,22.73,0,21.21,16.917,13.522,10.167,7.757,5.107,2.928,0.763,1.1961,0.4123,0.1065
2021-08-26,968,25.194,21.52,0,21.807,17.372,13.542,10.334,7.764,5.433,2.745,1.098,1.0124,0.3508,0.1351
2021-08-27,969,25.072,22.48,0,21.587,17.195,13.129,10.282,7.545,5.361,2.847,0.569,1.1794,0.3788,0.1431
2021-08-28,970,26.234,23.74,0,22.585,17.979,14.386,10.926,8.137,5.513,2.362,1.205,1.3283,0.5288,0.2931
2021-08-29,971,25.115,20.85,0,21.241,16.943,13.292,10.055,7.512,5.147,2.505,1.02,0.914,0.2057,0.2314
2021-08-30,972,24.398,20.09,0,20.668,16.755,12.859,10.454,7.478,5.393,2.574,0.652,0.8796,0.238,0.1297
2021-08-31,973,25.944,21.12,0,22.168,17.607,13.697,10.716,8.023,5.544,3.113,1.393,0.9417,0.3598,0.1679
2021-09-01,974,24.943,18.84,0,21.242,16.828,13.361,10.227,7.246,5.37,2.731,1.023,0.6835,0.241,0.1237
2021-09-02,975,24.419,19.82,0,20.99,16.874,12.918,9.866,7.243,5.03,2.388,1.0,0.7809,0.2621,0.1847
2021-09-03,976,24.427,22.19,0,21.152,16.625,12.977,10.234,7.519,4.99,2.833,0.582,1.1034,0.4045,0.1336
2021-09-04,977,24.717,20.91,0,21.013,16.939,12.811,10.074,7.689,4.952,2.575,0.611,0.915,0.3662,0.1315
2021-09-05,978,24.886,18.27,0,21.077,16.931,13.302,10.293,7.845,5.302,2.503,0.785,0.5101,0.289,0.1643
2021-09-06,979,24.415,21.48,0,20.912,16.677,12.784,10.003,7.175,4.917,2.418,1.018,1.0928,0.3681,0.1446
2021-09-07,980,24.359,19.91,0,20.755,16.673,12.697,10.08,7.313,5.077,3.039,0.424,0.7973,0.2637,0.0527
2021-09-08,981,23.709,19.57,0,20.416,16.196,12.495,9.445,7.355,4.605,2.724,0.827,0.7056,0.1834,0.1148
2021-09-09,982,23.469,20.21,0,20.143,15.742,12.368,9.369,7.295,4.425,2.612,0.687,0.7832,0.334,0.2142
2021-09-10,983,24.384,17.05,0,21.12,16.913,12.973,10.215,7.129,4.795,2.286,0.728,0.4073,0.1094,0.1228
2021-09-11,984,24.396,15.82,0,20.935,16.69,13.145,9.931,7.458,5.246,2.812,0.769,0.1459,0.0687,0.0656
2021-09-12,985,23.462,17.78,0,20.102,16.004,12.377,9.737,7.236,4.818,2.424,0.483,0.5005,0.1195,0.1108
2021-09-13,986,23.197,17.97,0,19.996,15.492,12.394,9.189,6.976,4.857,2.253,0.655,0.5077,0.1834,0.1249
2021-09-14,987,23.679,20.45,0,20.166,16.121,12.614,9.702,7.573,4.869,2.494,0.726,0.9249,0.3536,0.1241
2021-09-15,988,23.155,18.48,0,19.291,15.937,12.324,9.26,7.171,4.498,2.441,0.426,0.5034,0.184,0.1096
2021-09-16,989,22.887,16.58,0,19.412,15.266,11.974,9.303,7.154,4.583,2.692,0.417,0.2219,0.0714,0.0651
2021-09-17,990,23.523,18.78,0,20.408,16.026,12.222,9.646,7.202,4.979,2.373,0.201,0.557,0.2911,0.2481
2021-09-18,991,23.487,15.69,0,20.003,16.032,12.355,9.238,7.46,4.823,2.353,0.768,0.1451,-0.0276,0.0908
2021-09-19,992,23.067,19.24,0,19.535,15.576,12.389,9.51,6.901,4.571,2.322,0.977,0.7299,0.2577,0.1228
2021-09-20,993,22.318,16.47,0,19.046,14.807,11.951,8.749,6.719,4.659,2.797,0.527,0.211,0.1373,0.1214
2021-09-21,994,23.05,14.08,0,19.84,15.825,11.993,9.413,6.896,4.388,2.273,0.494,-0.1214,-0.0494,0.039
2021-09-22,995,22.881,18.7,0,19.592,15.521,12.066,9.3,7.101,4.51,2.422,0.524,0.6254,0.2186,-0.0056
2021-09-23,996,22.189,15.75,0,18.718,15.009,11.751,9.136,6.885,4.797,1.896,0.639,0.1007,0.0039,-0.0296
2021-09-24,997,23.259,14.03,0,20.059,15.646,12.476,9.518,6.899,4.82,2.131,0.92,-0.0822,0.0239,-0.0603
2021-09-25,998,22.119,16.68,0,19.15,15.016,11.942,9.106,6.623,4.283,2.522,0.665,0.1509,0.1027,0.0843
2021-09-26,999,22.536,15.5,0,18.962,15.019,12.183,9.216,6.97,4.697,2.459,0.537,0.0927,0.0808,0.0214
2021-09-27,1000,22.111,14.44,0,18.828,15.044,11.611,8.687,6.794,4.323,2.131,0.274,-0.0544,0.0921,0.0431
2021-09-28,1001,22.7,15.4,0,19.532,15.443,12.024,9.095,6.906,4.496,2.287,0.812,0.0617,0.0926,0.0639
2021-09-29,1002,22.443,15.99,0,19.263,15.436,11.709,8.927,6.51,4.318,2.467,0.559,0.2455,0.0884,0.0092
2021-09-30,1003,21.91,17.11,0,18.459,14.503,11.582,8.751,6.844,4.313,2.484,0.387,0.4069,0.1224,0.0518
2021-10-01,1004,23.127,12.33,0,19.493,15.613,12.184,9.23,7.148,4.639,2.46,0.708,-0.4243,-0.1328,-0.0214
2021-10-02,1005,22.533,16.36,0,19.385,15.106,11.506,9.069,6.88,4.425,2.298,0.516,0.2552,0.0813,0.0344
2021-10-03,1006,21.805,14.36,0,18.617,15.073,11.765,8.751,6.896,4.189,2.479,0.356,-0.0298,-0.065,0.0061
2021-10-04,1007,21.64,12.34,0,18.588,14.866,11.441,8.592,6.415,4.322,2.509,0.42,-0.4199,-0.1005,0.0204
2021-10-05,1008,21.805,12.03,0,18.976,14.882,11.124,8.664,6.874,4.466,2.122,0.44,-0.5012,-0.0708,-0.101
2021-10-06,1009,21.955,13.79,0,18.941,14.917,11.5,8.592,6.759,4.61,2.265,0.696,-0.184,-0.0315,-0.0059
2021-10-07,1010,20.637,14.53,0,17.559,13.871,10.988,8.494,6.227,4.398,2.253,0.562,0.0303,0.0578,0.0152
2021-10-08,1011,21.934,14.6,0,18.947,14.969,11.8,8.116,6.502,4.49,2.212,0.861,-0.1054,0.0188,0.0727
2021-10-09,1012,21.516,14.36,0,18.035,14.814,11.256,8.557,6.748,4.633,2.182,0.541,-0.1283,-0.0056,0.0548
2021-10-10,1013,20.99,12.74,0,17.457,14.268,11.2,8.724,6.098,4.249,2.162,0.687,-0.3223,-0.0716,-0.0441
2021-10-11,1014,20.636,11.38,0,17.86,13.977,10.89,8.23,6.086,4.513,1.78,0.396,-0.5566,-0.2163,-0.12
2021-10-12,1015,20.973,14.63,0,18.228,14.395,11.465,8.517,6.346,3.965,2.065,0.433,-0.0156,-0.0221,0.021
2021-10-13,1016,21.436,14.31,0,18.255,14.804,11.206,9.026,6.338,4.129,2.148,0.382,-0.1312,-0.0778,0.0317
2021-10-14,1017,20.962,8.58,0,17.542,14.09,11.334,8.189,6.642,4.019,2.019,0.44,-0.9078,-0.2704,-0.0588
2021-10-15,1018,21.485,10.98,0,17.928,14.643,11.141,9.016,6.561,4.471,2.205,0.854,-0.6266,-0.1638,-0.0881
2021-10-16,1019,22.218,10.69,0,18.955,15.225,11.664,9.144,6.97,4.534,2.577,0.815,-0.563,-0.1356,-0.0379
2021-10-17,1020,21.516,12.72,0,18.388,14.824,11.126,8.625,6.495,4.334,2.168,0.857,-0.4023,-0.1039,-0.0372
2021-10-18,1021,20.975,11.09,0,17.839,13.972,11.102,8.337,6.4,4.084,2.145,0.556,-0.5864,-0.1753,-0.0597
2021-10-19,1022,21.584,12.1,0,18.542,14.634,11.426,8.31,6.435,4.477,2.252,0.617,-0.3383,-0.0368,-0.053
2021-10-20,1023,20.715,10.96,0,17.546,14.201,11.085,8.313,6.17,4.005,2.466,0.535,-0.6078,-0.1889,0.0131
2021-10-21,1024,21.721,12.34,0,18.238,15.255,11.685,8.539,6.207,4.639,2.409,0.767,-0.3856,-0.0904,-0.0524
2021-10-22,1025,22.036,11.65,0,18.951,15.189,11.661,8.621,6.549,4.657,1.991,0.5,-0.4405,-0.1559,0.0098
2021-10-23,1026,21.618,10.4,0,18.64,14.89,11.351,8.601,6.444,4.742,2.408,0.409,-0.6313,-0.2731,-0.1083
2021-10-24,1027,21.385,12.66,0,18.25,14.439,10.925,8.679,6.609,4.323,2.347,0.523,-0.2672,-0.0468,-0.0481
2021-10-25,1028,20.874,9.86,0,17.687,14.493,10.935,8.769,6.039,4.193,2.124,0.632,-0.861,-0.277,-0.082
2021-10-26,1029,21.152,11.15,0,17.934,14.262,11.071,8.685,6.467,3.949,2.38,0.464,-0.5948,-0.1808,-0.1098
2021-10-27,1030,21.597,10.29,0,18.376,14.849,11.418,8.966,6.769,4.635,2.031,0.961,-0.6471,-0.1611,-0.0074
2021-10-28,1031,20.447,9.3,0,17.51,13.701,10.737,8.226,6.05,3.997,2.196,0.535,-0.884,-0.2314,-0.1264
2021-10-29,1032,21.484,10.33,0,18.221,14.405,11.225,8.752,6.685,4.177,2.106,0.644,-0.7181,-0.1905,-0.1252
2021-10-30,1033,21.408,7.97,0,18.446,15.01,11.223,8.461,6.662,4.287,2.227,0.649,-0.9912,-0.2679,-0.1063
2021-10-31,1034,21.113,7.0,0,18.212,14.145,11.071,8.556,5.994,4.657,2.279,0.546,-1.1974,-0.3926,-0.1695
2021-11-01,1035,21.398,9.46,0,18.403,14.403,11.145,8.445,6.742,4.669,2.329,0.897,-0.8125,-0.2067,-0.0634
2021-11-02,1036,21.132,10.48,0,18.303,14.269,11.169,8.383,6.461,4.46,2.383,0.697,-0.5772,-0.1395,-0.1216
2021-11-03,1037,21.201,10.09,0,18.16,14.443,11.263,8.533,6.577,4.281,2.152,0.53,-0.7462,-0.2837,-0.1681
2021-11-04,1038,21.093,7.16,0,17.702,14.345,11.087,8.387,6.48,4.419,2.024,0.67,-1.1398,-0.3993,-0.1134
2021-11-05,1039,21.657,8.53,0,18.283,14.807,11.545,8.788,6.988,4.488,2.109,0.425,-1.0325,-0.2637,-0.1124
2021-11-06,1040,22.459,9.31,0,19.502,15.38,11.911,8.832,6.884,4.725,2.156,0.553,-0.7112,-0.297,-0.1194
2021-11-07,1041,22.002,8.47,0,18.717,14.871,11.293,9.255,6.246,4.47,2.579,0.755,-0.94,-0.3166,-0.0842
2021-11-08,1042,21.306,7.66,0,18.123,14.549,11.636,8.477,6.776,4.474,2.035,0.637,-1.0682,-0.3155,-0.0148
2021-11-09,1043,22.16,6.73,0,18.957,14.788,11.779,9.067,6.604,4.494,2.587,0.911,-1.1202,-0.3956,-0.1065
2021-11-10,1044,21.693,6.39,0,18.808,14.462,11.497,8.994,6.755,4.513,2.372,1.137,-1.2792,-0.457,-0.1427
2021-11-11,1045,22.664,7.25,0,19.686,15.389,12.303,9.435,6.905,4.425,2.508,0.683,-1.1242,-0.3905,-0.1337
2021-11-12,1046,22.173,5.94,0,18.882,15.101,11.846,8.82,6.845,4.918,2.469,0.615,-1.2583,-0.4685,-0.1752
2021-11-13,1047,22.158,4.82,0,18.738,14.84,11.599,9.036,6.759,4.482,2.476,0.464,-1.5234,-0.5162,-0.2897
2021-11-14,1048,21.869,3.63,0,18.613,15.02,11.354,8.646,6.763,4.6,2.053,0.729,-1.6953,-0.5049,-0.2323
2021-11-15,1049,22.131,6.14,0,19.495,14.997,11.806,9.283,6.886,4.291,2.44,0.475,-1.3876,-0.3626,-0.1038
2021-11-16,1050,22.583,6.08,0,19.437,15.484,12.038,9.179,6.931,4.807,2.457,0.878,-1.2737,-0.4263,-0.2108
2021-11-17,1051,22.592,4.84,0,19.265,15.513,12.386,9.126,7.037,4.721,2.322,0.256,-1.4911,-0.4735,-0.1831
2021-11-18,1052,22.291,8.22,0,19.302,15.044,11.853,9.179,6.836,4.393,2.619,0.53,-1.0301,-0.3007,-0.1427
2021-11-19,1053,22.87,5.02,0,19.714,15.577,12.187,9.293,6.674,4.797,2.843,0.729,-1.4655,-0.4953,-0.0678
2021-11-20,1054,22.851,2.34,0,19.708,15.874,12.489,9.511,6.931,4.731,2.229,0.9,-1.8516,-0.5781,-0.2047
2021-11-21,1055,23.122,5.29,0,19.991,15.678,12.709,9.493,7.456,5.319,2.464,0.719,-1.3713,-0.475,-0.2264
2021-11-22,1056,23.558,6.14,0,20.309,16.093,12.738,9.719,7.614,4.918,2.53,0.829,-1.2681,-0.3566,-0.1552
2021-11-23,1057,23.413,7.51,0,20.533,16.039,13.165,9.825,7.411,4.869,3.037,1.157,-1.0664,-0.3301,-0.1156
2021-11-24,1058,23.15,4.79,0,19.824,16.031,12.172,9.362,7.435,4.689,2.648,0.679,-1.4833,-0.5172,-0.1382
2021-11-25,1059,22.891,5.57,0,19.67,15.727,12.501,9.453,7.158,4.732,2.831,0.784,-1.3272,-0.4614,-0.1453
2021-11-26,1060,23.471,3.73,0,20.221,16.084,12.21,9.582,7.81,4.805,2.351,1.137,-1.6542,-0.4684,-0.1554
2021-11-27,1061,24.115,6.03,0,20.891,16.653,12.894,10.022,7.816,5.3,3.056,1.13,-1.2564,-0.4624,-0.0563
2021-11-28,1062,23.546,5.42,0,20.205,16.228,12.342,9.455,7.319,4.944,2.708,0.957,-1.3698,-0.4625,-0.1959
2021-11-29,1063,24.249,2.48,0,21.168,16.389,13.289,9.977,7.886,5.14,2.768,1.351,-1.8755,-0.4654,-0.1786
2021-11-30,1064,24.082,4.18,0,20.909,16.685,13.316,9.941,7.594,5.34,2.755,1.09,-1.5541,-0.5166,-0.3147
2021-12-01,1065,24.07,4.35,0,20.834,16.835,12.67,10.474,7.595,4.968,2.655,0.79,-1.5756,-0.4093,-0.1194
2021-12-02,1066,23.145,2.45,0,20.064,15.851,12.673,9.836,7.394,5.039,2.59,0.791,-1.843,-0.6692,-0.1874
2021-12-03,1067,23.909,3.17,0,20.605,16.65,13.286,10.171,7.247,4.898,2.639,1.091,-1.7857,-0.6156,-0.1932
2021-12-04,1068,25.317,4.31,0,21.977,17.176,13.518,10.35,7.837,5.735,3.203,1.299,-1.5968,-0.4356,-0.2202
2021-12-05,1069,25.531,4.71,0,22.161,17.525,13.974,10.924,8.502,5.543,3.248,0.781,-1.4543,-0.4681,-0.1287
2021-12-06,1070,25.234,3.88,0,21.745,17.536,13.78,10.344,8.427,5.509,3.007,1.274,-1.7366,-0.4872,-0.0979
2021-12-07,1071,24.836,5.23,0,21.303,17.246,13.498,10.551,7.793,5.25,2.975,0.836,-1.3772,-0.4348,-0.2182
2021-12-08,1072,25.715,3.56,0,22.488,17.856,13.853,11.083,7.995,5.645,2.859,1.089,-1.6566,-0.6063,-0.1778
2021-12-09,1073,25.659,4.07,0,22.22,17.897,13.809,10.861,8.079,5.306,2.864,0.788,-1.5208,-0.4081,-0.2609
2021-12-10,1074,25.723,2.79,0,22.028,17.613,14.025,10.492,8.375,5.647,2.946,0.901,-1.8253,-0.6352,-0.1419
2021-12-11,1075,26.434,6.56,0,22.884,18.506,14.261,11.01,8.392,6.26,2.983,1.05,-1.1322,-0.3851,-0.1542
2021-12-12,1076,25.903,5.56,0,22.246,18.02,14.098,11.036,8.412,5.475,3.443,1.363,-1.4325,-0.3757,-0.1585
2021-12-13,1077,26.466,6.5,0,23.35,18.487,14.51,11.182,8.572,6.086,3.224,0.887,-1.2217,-0.3624,-0.1557
2021-12-14,1078,26.495,3.87,0,22.858,18.084,14.329,11.183,8.573,6.1,3.325,0.915,-1.5813,-0.3669,-0.1673
2021-12-15,1079,26.856,3.11,0,23.092,18.459,14.811,11.638,8.749,5.934,3.216,1.159,-1.7571,-0.5516,-0.1484
2021-12-16,1080,27.043,4.58,0,23.432,18.588,14.855,11.101,8.845,6.506,3.334,1.442,-1.5652,-0.4632,-0.1466
2021-12-17,1081,27.43,2.8,0,23.634,19.302,14.73,11.756,8.773,6.278,3.142,1.296,-1.6812,-0.518,-0.13
2021-12-18,1082,26.746,4.2,0,23.268,18.506,15.038,11.168,8.65,5.821,3.212,1.109,-1.6351,-0.5106,-0.1969
2021-12-19,1083,27.904,0.43,0,23.85,19.223,15.284,11.816,9.051,6.045,3.4,1.589,-2.1203,-0.6593,-0.1666
2021-12-20,1084,26.909,1.24,0,23.762,18.762,14.944,11.629,8.522,5.613,3.401,1.199,-1.9538,-0.4991,-0.1724
2021-12-21,1085,28.782,3.76,0,25.059,20.274,15.866,12.206,8.908,6.266,3.6,1.046,-1.5422,-0.4969,-0.164
2021-12-22,1086,27.616,3.64,0,24.222,19.501,15.023,11.54,8.923,6.423,3.449,1.273,-1.742,-0.4902,-0.1724
2021-12-23,1087,28.417,2.54,0,24.751,20.309,15.785,11.991,8.947,6.375,3.637,1.337,-1.8767,-0.6135,-0.19
2021-12-24,1088,29.031,3.04,0,25.072,20.474,15.958,11.762,9.082,6.275,3.357,1.712,-1.693,-0.562,-0.1294
2021-12-25,1089,29.354,5.86,0,25.817,20.59,16.519,12.119,9.344,6.855,3.489,1.245,-1.3036,-0.3067,-0.1649
2021-12-26,1090,28.523,2.62,0,24.594,19.876,16.019,12.041,9.459,6.277,3.755,1.164,-1.7578,-0.5753,-0.1926
2021-12-27,1091,29.651,3.62,0,25.944,20.734,16.081,12.573,9.372,6.59,3.503,1.252,-1.6401,-0.4349,-0.1367
2021-12-28,1092,28.903,1.87,0,25.195,20.766,15.782,12.207,9.524,6.532,3.592,1.32,-1.8611,-0.4681,-0.049
2021-12-29,1093,29.553,5.04,0,25.597,20.768,16.528,12.665,9.382,7.021,4.023,1.412,-1.4221,-0.4136,-0.117
2021-12-30,1094,30.177,1.19,0,26.101,21.121,16.568,12.923,10.095,6.884,3.599,1.498,-1.8963,-0.5668,-0.1381
2021-12-31,1095,30.421,2.35,0,26.647,21.255,16.805,13.005,10.028,6.839,3.426,1.494,-1.7897,-0.5428,-0.237
2022-01-01,1096,30.271,2.68,0,26.573,20.968,16.537,12.503,10.209,6.583,3.593,1.475,-1.7234,-0.5722,-0.157
2022-01-02,1097,29.906,3.03,0,26.202,20.487,16.204,12.781,9.747,6.644,3.497,1.62,-1.6677,-0.4465,-0.124
2022-01-03,1098,30.864,5.63,0,27.029,21.678,17.138,13.239,10.474,7.14,3.935,1.682,-1.2891,-0.1743,-0.072
2022-01-04,1099,31.044,3.86,0,26.997,21.398,16.927,13.286,9.98,7.056,3.713,1.3,-1.4737,-0.3935,-0.0779
2022-01-05,1100,31.039,0.65,0,27.278,21.736,17.042,13.425,9.949,7.227,3.849,1.081,-1.9762,-0.6235,-0.2345
2022-01-06,1101,30.577,3.1,0,27.137,21.564,16.979,13.394,10.226,6.694,3.958,1.691,-1.5386,-0.4722,-0.0714
2022-01-07,1102,31.229,1.76,0,27.529,21.962,16.89,13.569,10.157,7.15,3.563,1.421,-1.8357,-0.5898,-0.1666
2022-01-08,1103,32.097,0.35,0,28.079,22.636,17.893,13.78,10.706,7.535,4.026,1.657,-1.9689,-0.5842,-0.1992
2022-01-09,1104,32.623,1.05,0,28.484,23.071,17.691,14.163,10.45,7.245,4.363,1.677,-2.0577,-0.6468,-0.0785
2022-01-10,1105,31.534,1.31,0,27.772,21.989,17.493,13.431,10.567,7.154,4.151,1.763,-2.0513,-0.4852,-0.1753
2022-01-11,1106,31.818,3.44,0,27.884,22.39,17.508,13.706,10.803,7.372,4.241,1.766,-1.5914,-0.4177,-0.1078
2022-01-12,1107,32.572,4.11,0,28.61,22.854,17.904,13.648,10.511,7.333,4.453,1.54,-1.568,-0.2742,-0.021
2022-01-13,1108,32.183,2.47,0,28.124,22.243,18.086,13.524,10.304,7.57,3.947,1.643,-1.7201,-0.4718,-0.1095
2022-01-14,1109,32.317,6.02,0,28.178,22.635,17.729,13.898,10.551,7.629,4.269,1.974,-1.1678,-0.3422,-0.0267
2022-01-15,1110,32.131,4.02,0,28.218,22.47,18.1,13.944,10.722,7.42,4.572,1.716,-1.6021,-0.4379,-0.1429
2022-01-16,1111,33.757,1.71,0,29.662,23.64,18.883,13.997,11.026,7.825,4.49,2.058,-1.8121,-0.5511,-0.2243
2022-01-17,1112,33.065,5.11,0,29.327,23.641,18.351,14.22,10.749,7.767,4.287,2.018,-1.3968,-0.3096,-0.1079
2022-01-18,1113,34.77,2.67,0,30.346,24.363,19.371,14.632,11.568,8.007,4.34,1.65,-1.7134,-0.4213,-0.0893
2022-01-19,1114,33.153,4.52,0,29.245,23.201,18.117,14.299,10.871,8.073,4.646,1.86,-1.4121,-0.3548,-0.0438
2022-01-20,1115,34.218,3.64,0,29.943,23.681,19.042,14.472,11.424,8.166,4.458,1.962,-1.5047,-0.4619,-0.0901
2022-01-21,1116,33.941,4.04,0,29.554,23.936,18.656,14.4,11.32,7.96,4.161,2.094,-1.5278,-0.3614,-0.1308
2022-01-22,1117,34.172,2.24,0,30.238,23.842,19.062,15.119,11.19,7.983,4.637,1.704,-1.7661,-0.4596,-0.0878
2022-01-23,1118,35.002,4.74,0,30.826,24.838,19.592,15.247,11.66,7.993,4.94,1.795,-1.3315,-0.376,-0.0069
